,number,value,datetime_start,datetime_complete,duration,params_precip_const_1,params_precip_const_2,params_precip_const_3,params_precip_const_4,params_precip_const_5,params_precip_const_6,params_precip_const_7,params_precip_const_8,params_precip_const_9,params_precip_const_10,params_precip_const_11,params_precip_const_12,params_residual_const,state
132,132,22.43683097,57:17.1,57:58.6,0 days 00:00:41.459196,0.65,0.16,0.6,0.96,0.36,0.43,0.39,0.36,0.09,0.93,0.94,0.37,0.29,COMPLETE
133,133,22.68773346,57:58.6,58:56.8,0 days 00:00:58.254331,0.66,0.16,0.71,0.96,0.36,0.43,0.4,0.38,0.06,0.94,0.94,0.4,0.28,COMPLETE
134,134,22.61594774,58:56.9,59:57.2,0 days 00:01:00.385930,0.64,0.08,0.59,0.93,0.38,0.5,0.38,0.39,0.09,0.97,0.97,0.32,0.2,COMPLETE
135,135,22.52673417,59:57.2,01:05.5,0 days 00:01:08.264924,0.64,0.07,0.6,0.93,0.47,0.49,0.38,0.36,0.1,0.97,0.95,0.29,0.2,COMPLETE
136,136,22.65580266,01:05.5,02:03.4,0 days 00:00:57.943889,0.6,0.03,0.59,0.94,0.46,0.57,0.38,0.39,0.1,0.97,0.95,0.27,0.19,COMPLETE
137,137,22.65991895,02:03.5,03:08.0,0 days 00:01:04.567932,0.64,0.09,0.58,0.93,0.48,0.5,0.37,0.24,0.09,0.92,0.93,0.34,0.21,COMPLETE
138,138,26.52449166,03:08.0,04:13.3,0 days 00:01:05.252819,0.62,0.14,0.62,0.93,0.51,0.55,0.43,0.42,0.04,1,0.95,0.29,0.62,COMPLETE
139,139,22.48894425,04:13.3,04:46.7,0 days 00:00:33.445716,0.7,0.09,0.68,0.96,0.44,0.49,0.32,0.36,0.12,0.91,0.96,0.41,0.24,COMPLETE
140,140,22.61129817,04:46.7,05:30.0,0 days 00:00:43.266913,0.7,0.07,0.63,0.96,0.45,0.49,0.33,0.36,0.09,0.91,0.91,0.37,0.24,COMPLETE
141,141,22.47437871,05:30.0,06:46.9,0 days 00:01:16.957380,0.7,0.1,0.68,0.97,0.44,0.49,0.47,0.35,0.09,0.92,0.91,0.36,0.23,COMPLETE
142,142,22.30037945,06:46.9,07:27.3,0 days 00:00:40.388231,0.67,0.05,0.67,0.97,0.43,0.47,0.48,0.36,0.12,0.9,0.91,0.37,0.24,COMPLETE
143,143,22.30944268,07:27.3,08:55.4,0 days 00:01:28.029997,0.69,0.06,0.69,0.97,0.42,0.47,0.46,0.32,0.12,0.93,0.93,0.41,0.23,COMPLETE
144,144,22.29314194,08:55.4,09:34.3,0 days 00:00:38.888350,0.68,0.04,0.68,0.98,0.42,0.47,0.49,0.33,0.12,0.93,0.93,0.41,0.22,COMPLETE
145,145,22.82123241,09:34.3,10:33.8,0 days 00:00:59.538864,0.67,0.02,0.68,0.97,0.42,0.48,0.46,0.32,0.05,0.99,0.92,0.4,0.22,COMPLETE
146,146,22.34758811,10:33.8,11:18.5,0 days 00:00:44.701981,0.69,0,0.67,1,0.4,0.47,0.48,0.27,0.12,0.9,0.94,0.35,0.19,COMPLETE
147,147,23.06820386,11:18.5,12:27.1,0 days 00:01:08.620920,0.69,0,0.71,0.13,0.44,0.53,0.49,0.3,0.13,0.89,0.93,0.35,0.19,COMPLETE
148,148,22.42520191,12:27.1,13:06.7,0 days 00:00:39.609131,0.71,0.05,0.67,0.97,0.48,0.46,0.52,0.25,0.11,0.92,0.9,0.38,0.25,COMPLETE
149,149,22.40343759,13:06.7,14:12.8,0 days 00:01:06.017613,0.71,0.05,0.54,0.97,0.48,0.46,0.54,0.25,0.11,0.91,0.91,0.38,0.25,COMPLETE
150,150,22.5441083,07:18.7,09:09.6,0 days 00:01:50.830316,0.72,0.06,0.52,0.95,0.52,0.46,0.54,0.17,0.11,0.91,0.9,0.3,0.25,COMPLETE
151,151,22.45437564,09:09.6,10:24.5,0 days 00:01:14.889695,0.7,0.05,0.67,0.97,0.49,0.44,0.58,0.26,0.12,0.88,0.94,0.38,0.14,COMPLETE
152,152,22.48833508,10:24.5,11:18.6,0 days 00:00:54.151722,0.68,0.04,0.61,0.98,0.48,0.44,0.59,0.26,0.12,0.89,0.91,0.38,0.13,COMPLETE
153,153,23.50988652,11:18.6,12:12.0,0 days 00:00:53.377494,0.71,0.05,0.55,0.92,0.48,0.44,0.57,0.27,0.93,0.89,0.94,0.38,0.13,COMPLETE
154,154,22.51163084,12:12.0,12:52.1,0 days 00:00:40.139107,0.61,0,0.61,0.97,0.5,0.51,0.52,0.21,0.12,0.88,0.91,0.35,0.18,COMPLETE
155,155,22.5296659,12:52.1,13:55.2,0 days 00:01:03.008797,0.61,0,0.57,0.97,0.5,0.51,0.51,0.22,0.13,0.88,0.91,0.42,0.15,COMPLETE
156,156,22.71092379,13:55.2,14:49.5,0 days 00:00:54.390771,0.68,0.04,0.67,0.98,0.41,0.46,0.62,0.25,0.12,0.91,0.92,0.35,0.08,COMPLETE
157,157,22.89731131,14:49.5,15:43.7,0 days 00:00:54.183593,0.7,0.1,0.61,0.95,0.56,0.44,0.49,0.21,0.06,0.92,0.9,0.39,0.16,COMPLETE
158,158,23.47178467,15:43.7,16:52.4,0 days 00:01:08.662841,0.73,0.02,0.65,0.96,0.44,0.52,0.59,0.15,0.03,0.88,0.85,0.33,0.12,COMPLETE
159,159,22.65276707,16:52.4,17:49.6,0 days 00:00:57.209630,0.62,0.05,0.69,0.91,0.49,0.43,0.55,0.32,0.07,0.82,0.93,0.36,0.18,COMPLETE
160,160,22.62458364,17:49.6,18:24.6,0 days 00:00:35.001047,0.69,0.11,0.73,0.97,0.54,0.46,0.65,0.27,0.11,0.9,0.91,0.47,0.1,COMPLETE
161,161,22.35548139,18:24.6,19:11.9,0 days 00:00:47.281081,0.64,0,0.62,0.94,0.47,0.49,0.52,0.29,0.14,0.97,0.94,0.27,0.21,COMPLETE
162,162,22.50144065,19:11.9,20:07.0,0 days 00:00:55.067341,0.65,0.01,0.62,0.98,0.4,0.5,0.53,0.3,0.14,0.93,0.94,0.22,0.15,COMPLETE
163,163,22.96583571,20:07.0,20:40.3,0 days 00:00:33.314502,0.65,0.04,0.67,0.33,0.4,0.54,0.56,0.28,0.14,0.93,0.94,0.2,0.15,COMPLETE
164,164,22.33494008,20:40.3,21:13.6,0 days 00:00:33.350360,0.68,0.02,0.63,0.95,0.43,0.47,0.48,0.25,0.13,0.96,0.94,0.18,0.21,COMPLETE
165,165,22.38880998,21:13.6,21:57.7,0 days 00:00:44.064452,0.68,0.02,0.64,0.99,0.43,0.48,0.48,0.26,0.17,0.92,0.95,0.12,0.21,COMPLETE
166,166,22.38252384,21:57.7,22:28.6,0 days 00:00:30.867999,0.68,0.05,0.65,0.99,0.43,0.47,0.48,0.25,0.17,0.96,0.48,0.42,0.21,COMPLETE
167,167,22.36982953,22:28.6,23:29.0,0 days 00:01:00.405398,0.69,0.04,0.64,1,0.43,0.45,0.48,0.24,0.17,0.96,0.89,0.06,0.2,COMPLETE
168,168,22.40397807,23:29.0,24:06.1,0 days 00:00:37.097418,0.68,0.03,0.64,1,0.46,0.44,0.47,0.25,0.18,0.95,0.89,0.06,0.21,COMPLETE
169,169,22.37638056,24:06.1,24:47.1,0 days 00:00:41.043787,0.73,0.02,0.64,1,0.42,0.46,0.48,0.23,0.17,0.96,0.4,0.07,0.21,COMPLETE
170,170,22.4335828,24:47.1,25:52.8,0 days 00:01:05.674514,0.73,0.02,0.65,1,0.42,0.46,0.47,0.23,0.18,0.96,0.45,0.06,0.21,COMPLETE
171,171,22.45529016,25:52.8,26:56.1,0 days 00:01:03.353503,0.73,0.03,0.64,1,0.46,0.45,0.47,0.22,0.18,0.95,0.48,0.07,0.2,COMPLETE
172,172,22.48014304,26:56.1,27:57.7,0 days 00:01:01.562959,0.73,0.02,0.64,1,0.42,0.46,0.45,0.23,0.19,0.96,0.46,0.07,0.21,COMPLETE
173,173,22.41200592,27:57.7,28:27.8,0 days 00:00:30.076381,0.77,0.03,0.64,1,0.46,0.43,0.5,0.2,0.17,0.96,0.41,0.03,0.19,COMPLETE
174,174,23.37529473,28:27.8,29:23.7,0 days 00:00:55.871416,0.77,0.06,0.65,1,0.42,0.42,0.49,0.2,0.71,0.97,0.52,0.13,0.18,COMPLETE
175,175,23.21876402,29:23.7,30:08.4,0 days 00:00:44.745963,0.68,0.05,0.57,0.95,0.47,0.43,0.5,0.14,0.41,0.97,0.41,0.03,0.21,COMPLETE
176,176,22.47665009,30:08.4,31:17.2,0 days 00:01:08.779266,0.75,0.02,0.54,0.99,0.52,0.46,0.42,0.25,0.17,0.96,0.39,0,0.18,COMPLETE
177,177,22.35147621,31:17.2,31:52.6,0 days 00:00:35.384620,0.71,0,0.66,0.99,0.46,0.42,0.45,0.24,0.17,0.94,0.38,0.05,0.21,COMPLETE
178,178,22.32571419,31:52.6,33:06.1,0 days 00:01:13.556155,0.78,0,0.63,1,0.42,0.41,0.45,0.24,0.17,0.98,0.43,0.06,0.22,COMPLETE
179,179,22.65218587,33:06.1,33:44.8,0 days 00:00:38.654618,0.76,0,0.63,1,0.46,0.41,0.44,0.18,0.23,0.98,0.43,0.06,0.2,COMPLETE
180,180,22.39448003,33:44.8,34:21.1,0 days 00:00:36.284533,0.78,0.03,0.71,0.99,0.42,0.47,0.48,0.23,0.17,0.95,0.38,0.11,0.22,COMPLETE
181,181,22.39251401,34:21.1,34:48.3,0 days 00:00:27.267249,0.78,0.03,0.65,0.99,0.42,0.47,0.48,0.23,0.17,0.96,0.36,0.1,0.22,COMPLETE
182,182,22.53630875,34:48.3,36:09.4,0 days 00:01:21.102705,0.78,0,0.71,0.99,0.4,0.47,0.52,0.24,0.21,0.95,0.37,0.1,0.22,COMPLETE
183,183,22.32258705,36:09.4,37:14.8,0 days 00:01:05.367836,0.77,0.03,0.73,0.94,0.45,0.42,0.49,0.29,0.17,0.98,0.33,0.1,0.25,COMPLETE
184,184,22.42533042,37:14.8,38:12.5,0 days 00:00:57.679050,0.78,0.03,0.73,0.94,0.43,0.41,0.48,0.28,0.17,0.98,0.34,0.1,0.17,COMPLETE
185,185,22.56251322,38:12.5,38:55.1,0 days 00:00:42.575861,0.79,0.07,0.7,0.92,0.45,0.43,0.45,0.19,0.2,0.98,0.29,0.02,0.22,COMPLETE
186,186,22.41090408,38:55.1,39:58.2,0 days 00:01:03.091094,0.76,0.03,0.63,0.99,0.41,0.51,0.5,0.3,0.16,0.95,0.32,0.1,0.19,COMPLETE
187,187,22.43856672,39:58.2,41:07.4,0 days 00:01:09.224438,0.75,0,0.62,0.95,0.4,0.53,0.44,0.31,0.16,0.94,0.25,0.13,0.24,COMPLETE
188,188,22.43292371,41:07.4,41:42.6,0 days 00:00:35.219313,0.72,0.02,0.66,0.98,0.42,0.51,0.42,0.28,0.15,0.94,0.32,0.13,0.26,COMPLETE
189,189,22.46843525,41:42.6,42:22.9,0 days 00:00:40.259860,0.68,0.06,0.58,0.94,0.43,0.48,0.48,0.29,0.19,0.98,0.34,0.09,0.23,COMPLETE
190,190,22.60351063,42:22.9,42:58.6,0 days 00:00:35.731225,0.81,0.04,0.7,0.98,0.4,0.51,0.54,0.33,0.21,0.95,0.37,0.16,0.19,COMPLETE
191,191,22.40130806,42:58.6,44:03.0,0 days 00:01:04.421206,0.77,0.03,0.63,1,0.46,0.45,0.5,0.23,0.17,0.96,0.43,0.08,0.19,COMPLETE
192,192,22.49248598,44:03.0,44:56.5,0 days 00:00:53.443680,0.79,0.08,0.63,0.99,0.45,0.45,0.46,0.23,0.17,0.98,0.36,0.05,0.16,COMPLETE
193,193,22.34439202,44:56.5,46:01.0,0 days 00:01:04.553395,0.74,0.02,0.65,0.95,0.43,0.48,0.5,0.26,0.15,0.91,0.31,0.09,0.21,COMPLETE
194,194,22.47229739,46:01.0,47:21.3,0 days 00:01:20.266491,0.73,0,0.66,0.95,0.44,0.47,0.51,0.26,0.19,0.91,0.38,0.08,0.22,COMPLETE
195,195,22.29597617,47:21.3,48:16.7,0 days 00:00:55.392347,0.68,0.02,0.73,0.92,0.47,0.4,0.48,0.24,0.15,0.93,0.44,0.12,0.21,COMPLETE
196,196,22.33456909,48:16.7,48:47.7,0 days 00:00:30.999952,0.71,0.06,0.72,0.92,0.48,0.4,0.45,0.23,0.15,0.91,0.42,0.15,0.26,COMPLETE
197,197,22.37345688,48:47.7,51:27.7,0 days 00:02:39.993683,0.74,0.01,0.75,0.91,0.43,0.39,0.45,0.16,0.15,0.93,0.46,0.15,0.24,COMPLETE
198,198,22.37838872,51:27.7,52:21.4,0 days 00:00:53.730726,0.74,0.01,0.74,0.92,0.43,0.39,0.44,0.16,0.15,0.93,0.49,0.16,0.26,COMPLETE
199,199,22.42637225,52:21.4,53:12.3,0 days 00:00:50.912616,0.71,0,0.74,0.91,0.39,0.39,0.44,0.11,0.15,0.92,0.49,0.14,0.27,COMPLETE
200,200,22.4178408,54:05.0,54:33.8,0 days 00:00:28.790201,0.74,0.06,0.75,0.92,0.43,0.38,0.42,0.14,0.15,0.9,0.46,0.18,0.24,COMPLETE
201,201,22.3537418,54:33.8,55:06.9,0 days 00:00:33.072024,0.74,0.01,0.73,0.93,0.42,0.4,0.45,0.18,0.14,0.93,0.43,0.12,0.22,COMPLETE
202,202,22.35896379,55:06.9,55:35.9,0 days 00:00:29.058493,0.74,0.01,0.73,0.91,0.44,0.4,0.45,0.17,0.14,0.93,0.51,0.15,0.26,COMPLETE
203,203,22.43113569,55:35.9,56:10.0,0 days 00:00:34.022038,0.69,0.01,0.72,0.91,0.5,0.4,0.45,0.16,0.14,0.93,0.44,0.15,0.26,COMPLETE
204,204,22.48139581,56:10.0,56:41.0,0 days 00:00:31.015916,0.74,0.01,0.77,0.93,0.44,0.37,0.46,0.06,0.14,0.9,0.47,0.17,0.24,COMPLETE
205,205,22.39947737,56:41.0,57:10.0,0 days 00:00:28.987209,0.71,0,0.74,0.9,0.45,0.41,0.42,0.18,0.14,0.86,0.54,0.19,0.27,COMPLETE
206,206,22.36577288,57:10.0,57:37.2,0 days 00:00:27.281108,0.67,0.07,0.73,0.94,0.48,0.4,0.44,0.19,0.15,0.93,0.5,0.21,0.24,COMPLETE
207,207,22.75080923,57:37.2,58:05.2,0 days 00:00:27.966991,0.67,0.08,0.72,0.93,0.4,0.37,0.44,0.11,0.22,0.93,0.51,0.23,0.2,COMPLETE
208,208,22.4470296,58:05.2,58:34.7,0 days 00:00:29.461731,0.72,0.05,0.75,0.87,0.37,0.4,0.41,0.12,0.15,0.9,0.5,0.12,0.26,COMPLETE
209,209,22.58548946,58:34.7,59:12.3,0 days 00:00:37.632813,0.69,0.02,0.78,0.91,0.48,0.4,0.46,0.2,0.19,0.92,0.42,0.21,0.17,COMPLETE
210,210,22.4108549,59:12.3,59:42.3,0 days 00:00:30.030871,0.04,0.07,0.69,0.94,0.51,0.38,0.43,0.18,0.12,0.93,0.4,0.15,0.24,COMPLETE
211,211,22.3647233,59:42.3,00:12.1,0 days 00:00:29.749054,0.67,0.05,0.73,0.95,0.47,0.41,0.49,0.16,0.13,0.98,0.45,0.24,0.22,COMPLETE
212,212,22.75910151,00:12.1,00:41.4,0 days 00:00:29.349648,0.67,0.05,0.72,0.43,0.44,0.42,0.48,0.17,0.13,0.98,0.44,0.26,0.21,COMPLETE
213,213,22.3148253,00:41.4,01:14.9,0 days 00:00:33.480011,0.74,0.02,0.74,0.95,0.47,0.39,0.51,0.21,0.16,0.94,0.47,0.17,0.24,COMPLETE
214,214,23.2052274,01:14.9,01:45.6,0 days 00:00:30.682130,0.75,0,0.74,0.95,0.48,0.36,0.52,0.21,0.51,0.94,0.48,0.24,0.25,COMPLETE
215,215,22.38986857,01:45.6,02:19.7,0 days 00:00:34.130628,0.73,0.04,0.76,0.92,0.46,0.38,0.45,0.15,0.15,0.97,0.46,0.18,0.23,COMPLETE
216,216,22.39389295,02:19.7,02:53.2,0 days 00:00:33.429663,0.71,0.06,0.73,0.89,0.5,0.4,0.5,0.2,0.13,0.94,0.55,0.19,0.27,COMPLETE
217,217,22.511357,02:53.2,03:23.3,0 days 00:00:30.175060,0.73,0.09,0.7,0.94,0.53,0.42,0.51,0.16,0.11,0.87,0.49,0.16,0.24,COMPLETE
218,218,22.64080193,03:23.3,03:57.6,0 days 00:00:34.254098,0.75,0.04,0.69,0.95,0.41,0.4,0.83,0.12,0.16,0.9,0.42,0.21,0.19,COMPLETE
219,219,22.54577858,03:57.6,04:29.3,0 days 00:00:31.672978,0.7,0.02,0.76,0.91,0.45,0.37,0.45,0.19,0.2,0.96,0.44,0.14,0.22,COMPLETE
220,220,28.36925117,04:29.3,05:01.8,0 days 00:00:32.471113,0.64,0,0.73,0.93,0.47,0.43,0.49,0.28,0.56,0.99,0.51,0.18,0.69,COMPLETE
221,221,22.31285357,05:01.8,05:31.4,0 days 00:00:29.638788,0.68,0.02,0.71,0.96,0.43,0.44,0.47,0.27,0.16,0.92,0.46,0.13,0.21,COMPLETE
222,222,22.3149918,05:31.4,06:05.4,0 days 00:00:33.994990,0.67,0.02,0.72,0.95,0.43,0.44,0.46,0.27,0.15,0.94,0.47,0.04,0.2,COMPLETE
223,223,22.40148817,06:05.4,06:35.2,0 days 00:00:29.823188,0.66,0.02,0.71,0.95,0.39,0.42,0.47,0.27,0.13,0.91,0.45,0.04,0.17,COMPLETE
224,224,22.25065564,06:35.2,07:05.8,0 days 00:00:30.590611,0.7,0.02,0.74,0.89,0.41,0.39,0.43,0.31,0.15,0.93,0.41,0.12,0.25,COMPLETE
225,225,22.42829689,07:05.8,07:40.0,0 days 00:00:34.187912,0.69,0.04,0.78,0.88,0.41,0.44,0.41,0.31,0.11,0.88,0.4,0.12,0.2,COMPLETE
226,226,23.87106183,07:40.0,08:09.3,0 days 00:00:29.301092,0.7,0.02,0.72,0.96,0.45,0,0.52,0.28,0.13,0.94,0.3,0.08,0.24,COMPLETE
227,227,22.26357984,08:09.3,08:58.9,0 days 00:00:49.579755,0.67,0.07,0.68,0.9,0.47,0.35,0.46,0.3,0.15,0.91,0.42,0.05,0.23,COMPLETE
228,228,22.810776,08:58.9,09:29.7,0 days 00:00:30.781683,0.66,0.07,0.03,0.9,0.48,0.35,0.43,0.3,0.1,0.9,0.2,0.01,0.23,COMPLETE
229,229,22.24693456,09:29.7,10:05.9,0 days 00:00:36.223378,0.16,0.09,0.69,0.9,0.49,0.36,0.46,0.32,0.15,0.92,0.42,0.04,0.25,COMPLETE
230,230,22.27072827,10:05.9,10:45.1,0 days 00:00:39.245607,0.23,0.09,0.68,0.86,0.5,0.34,0.46,0.32,0.13,0.84,0.43,0.02,0.27,COMPLETE
231,231,22.27972099,10:45.1,11:12.8,0 days 00:00:27.665619,0.19,0.08,0.68,0.87,0.51,0.34,0.46,0.32,0.13,0.89,0.41,0.04,0.27,COMPLETE
232,232,22.30197389,11:12.8,12:08.0,0 days 00:00:55.219920,0.16,0.1,0.68,0.87,0.55,0.35,0.46,0.31,0.13,0.86,0.42,0.01,0.26,COMPLETE
233,233,22.35333463,12:08.0,13:08.8,0 days 00:01:00.736797,0.16,0.12,0.68,0.86,0.54,0.33,0.46,0.33,0.11,0.86,0.42,0.03,0.27,COMPLETE
234,234,22.36222621,13:08.8,13:51.0,0 days 00:00:42.225143,0.17,0.09,0.68,0.86,0.53,0.31,0.46,0.31,0.11,0.83,0.42,0,0.26,COMPLETE
235,235,22.47800817,13:51.0,14:30.5,0 days 00:00:39.547199,0.22,0.11,0.69,0.85,0.57,0.33,0.4,0.33,0.1,0.84,0.42,0.04,0.28,COMPLETE
236,236,22.26954487,14:30.5,15:20.8,0 days 00:00:50.257986,0.14,0.13,0.68,0.87,0.51,0.35,0.47,0.32,0.13,0.86,0.4,0.03,0.27,COMPLETE
237,237,22.5312132,15:20.8,16:11.2,0 days 00:00:50.365783,0.17,0.12,0.67,0.87,0.52,0.34,0.46,0.32,0.08,0.87,0.43,0.02,0.28,COMPLETE
238,238,22.3028066,16:11.2,16:57.8,0 days 00:00:46.634667,0.11,0.13,0.7,0.87,0.56,0.35,0.51,0.33,0.12,0.84,0.41,0.04,0.26,COMPLETE
239,239,22.37433637,16:57.8,17:30.4,0 days 00:00:32.583367,0.14,0.13,0.7,0.85,0.56,0.35,0.5,0.34,0.12,0.88,0.39,0.04,0.3,COMPLETE
240,240,22.39164017,17:30.4,17:59.5,0 days 00:00:29.086559,0.13,0.1,0.68,0.82,0.55,0.34,0.47,0.33,0.1,0.85,0.4,0.02,0.27,COMPLETE
241,241,22.31029413,17:59.5,18:32.7,0 days 00:00:33.222772,0.21,0.13,0.7,0.88,0.59,0.36,0.52,0.3,0.13,0.86,0.41,0.04,0.25,COMPLETE
242,242,22.28659907,18:32.7,19:04.8,0 days 00:00:32.091989,0.12,0.13,0.7,0.87,0.54,0.36,0.5,0.3,0.13,0.87,0.41,0.04,0.26,COMPLETE
243,243,22.34990952,19:04.8,19:38.7,0 days 00:00:33.944728,0.08,0.14,0.7,0.88,0.58,0.36,0.53,0.3,0.12,0.85,0.41,0.04,0.27,COMPLETE
244,244,22.32249993,19:38.7,20:12.3,0 days 00:00:33.548231,0.1,0.13,0.7,0.88,0.59,0.36,0.54,0.3,0.12,0.84,0.39,0.05,0.25,COMPLETE
245,245,22.63257143,20:12.3,20:44.7,0 days 00:00:32.394228,0.1,0.14,0.7,0.88,0.56,0.36,0.54,0.3,0.08,0.83,0.4,0.05,0.3,COMPLETE
246,246,22.30499514,20:44.7,21:16.6,0 days 00:00:31.878417,0.11,0.14,0.7,0.88,0.59,0.35,0.56,0.31,0.13,0.85,0.41,0,0.25,COMPLETE
247,247,22.33306881,21:16.6,21:57.2,0 days 00:00:40.654993,0.19,0.1,0.71,0.83,0.62,0.31,0.55,0.32,0.13,0.82,0.44,0.01,0.25,COMPLETE
248,248,22.33581272,21:57.2,22:54.0,0 days 00:00:56.805362,0.19,0.1,0.71,0.84,0.61,0.3,0.55,0.32,0.13,0.82,0.44,0,0.25,COMPLETE
249,249,22.41149766,22:54.0,23:26.2,0 days 00:00:32.211924,0.2,0.1,0.71,0.83,0.6,0.31,0.54,0.32,0.1,0.81,0.44,0,0.25,COMPLETE
250,250,22.40275285,23:26.2,23:56.5,0 days 00:00:30.268274,0.1,0.16,0.71,0.85,0.62,0.3,0.57,0.35,0.13,0.82,0.39,0,0.28,COMPLETE
251,251,22.31094872,23:56.5,24:57.5,0 days 00:01:00.950630,0.19,0.12,0.69,0.87,0.59,0.33,0.57,0.31,0.13,0.84,0.44,0.02,0.25,COMPLETE
252,252,22.55976697,24:57.5,25:28.9,0 days 00:00:31.451362,0.13,0.13,0.69,0.88,0.58,0.34,0.6,0.29,0.08,0.84,0.46,0.02,0.26,COMPLETE
253,253,22.78690854,25:28.9,25:59.7,0 days 00:00:30.778646,0.22,0.11,0.68,0.87,0.65,0.32,0.56,0,0.11,0.85,0.42,0.03,0.25,COMPLETE
254,254,22.45404919,25:59.7,26:33.4,0 days 00:00:33.740585,0.26,0.16,0.69,0.86,0.61,0.36,0.52,0.31,0.15,0.87,0.36,0.02,0.29,COMPLETE
255,255,22.3675999,26:33.4,27:13.4,0 days 00:00:39.954239,0.11,0.14,0.71,0.89,0.59,0.34,0.61,0.34,0.12,0.84,0.39,0.05,0.27,COMPLETE
256,256,22.30841281,27:13.4,27:41.7,0 days 00:00:28.304573,0.18,0.09,0.67,0.83,0.58,0.37,0.56,0.37,0.16,0.86,0.41,0.06,0.24,COMPLETE
257,257,23.03422899,27:41.7,28:14.9,0 days 00:00:33.219462,0.15,0.09,0.67,0.81,0.59,0.37,0.56,0.37,0.37,0.86,0.41,0.07,0.24,COMPLETE
258,258,22.36411565,28:14.9,28:50.6,0 days 00:00:35.721363,0.18,0.13,0.69,0.83,0.55,0.34,0.57,0.35,0.16,0.81,0.44,0.04,0.3,COMPLETE
259,259,22.44626492,28:50.6,29:28.3,0 days 00:00:37.665683,0.21,0.11,0.71,0.84,0.58,0.36,0.69,0.29,0.18,0.87,0.47,0.02,0.25,COMPLETE
260,260,22.45287224,29:28.3,29:59.6,0 days 00:00:31.250887,0.12,0.08,0.67,0.89,0.64,0.32,0.55,0.32,0.15,0.83,0.38,0.05,0.28,COMPLETE
261,261,22.36592148,29:59.6,30:46.1,0 days 00:00:46.532062,0.25,0.12,0.72,0.87,0.52,0.35,0.51,0.31,0.1,0.88,0.41,0.06,0.26,COMPLETE
262,262,22.26225881,30:46.1,31:31.1,0 days 00:00:45.020472,0.19,0.09,0.75,0.86,0.55,0.37,0.58,0.37,0.13,0.85,0.43,0.08,0.23,COMPLETE
263,263,35.41376243,31:31.1,32:11.3,0 days 00:00:40.172081,0.19,0.09,0.75,0.85,0.55,0.37,0.58,0.37,0.13,0.85,0.45,0.08,0.91,COMPLETE
264,264,22.46917333,32:11.3,32:47.4,0 days 00:00:36.161758,0.08,0.15,0.69,0.8,0.57,0.33,0.53,0.34,0.09,0.79,0.45,0.02,0.23,COMPLETE
265,265,23.28179586,32:47.4,33:22.0,0 days 00:00:34.528364,0.16,0.11,0.75,0.87,0.6,0.37,0.56,0.29,0.62,0.84,0.43,0.07,0.23,COMPLETE
